"Species";"Table";"Phylum";"Note"
"Pseudione tuberculata";"Bottom Fauna";"Arthropoda";
"Pseudochironomus prasinatus";"Bottom Fauna";"Arthropoda";
"Pseudocuma bella";"Bottom Fauna";"Arthropoda";
"Pseudocuma gilsoni";"Bottom Fauna";"Arthropoda";
"Pseudocuma longicornis";"Bottom Fauna";"Arthropoda";
"Pseudocuma similis";"Bottom Fauna";"Arthropoda";
"Pseudocuma sp.";"Bottom Fauna";"Arthropoda";
"PSEUDOCUMIDAE";"Bottom Fauna";"Arthropoda";
"Pseudomma affine";"Bottom Fauna";"Arthropoda";
"Pseudotanais forcipatus";"Bottom Fauna";"Arthropoda";
"Pterygocythereis jonesii";"Bottom Fauna";"Arthropoda";
"Pterygocythereis mucronata";"Bottom Fauna";"Arthropoda";
"Pychnogonida indet.";"Bottom Fauna";"Arthropoda";
"Pycnogonidae indet.";"Bottom Fauna";"Arthropoda";
"Pycnogonum littorale";"Bottom Fauna";"Arthropoda";
"Pyralidae indet.";"Bottom Fauna";"Arthropoda";
"Rhithropanopeus harrisii";"Bottom Fauna";"Arthropoda";
"Rhodinicola elongata";"Bottom Fauna";"Arthropoda";
"Rhodinicola gibbosa";"Bottom Fauna";"Arthropoda";
"Robertsonites tuberculatus";"Bottom Fauna";"Arthropoda";
"Saduria entomon";"Bottom Fauna";"Arthropoda";
"Sarsicytheridea bradii";"Bottom Fauna";"Arthropoda";
"Schistomysis ornata";"Bottom Fauna";"Arthropoda";
"Schistomysis spiritus";"Bottom Fauna";"Arthropoda";
"Scopelocheirus crenatus";"Bottom Fauna";"Arthropoda";
"Scopelocheirus hopei";"Bottom Fauna";"Arthropoda";
"Simuliidae indet.";"Bottom Fauna";"Arthropoda";
"Siphonoecetes colletti";"Bottom Fauna";"Arthropoda";
"Siphonoecetes striatus";"Bottom Fauna";"Arthropoda";
"Socarnes erythrophthalmus";"Bottom Fauna";"Arthropoda";
"Socarnes vahli";"Bottom Fauna";"Arthropoda";
"Sphaeroma hookeri";"Bottom Fauna";"Arthropoda";
"Sphaeroma rugicauda";"Bottom Fauna";"Arthropoda";
"Sphaeroma sp.";"Bottom Fauna";"Arthropoda";
"Stenothoe marina";"Bottom Fauna";"Arthropoda";
"Stenothoe monoculoides";"Bottom Fauna";"Arthropoda";
"Stenothoe sp.";"Bottom Fauna";"Arthropoda";
"Stictochironomus crassiforceps";"Bottom Fauna";"Arthropoda";
"Stictochironomus sp.";"Bottom Fauna";"Arthropoda";
"Streblocerus serricaudatus";"Bottom Fauna";"Arthropoda";
"Synchelidium haplocheles";"Bottom Fauna";"Arthropoda";
"Synchelidium intermedium";"Bottom Fauna";"Arthropoda";
"Synchelidium maculatum";"Bottom Fauna";"Arthropoda";
"Synchelidium sp.";"Bottom Fauna";"Arthropoda";
"Synchelidium tenuimanum";"Bottom Fauna";"Arthropoda";
"SYNOPIIDAE";"Bottom Fauna";"Arthropoda";
"Syrphidae indet.";"Bottom Fauna";"Arthropoda";
"TABANIDAE";"Bottom Fauna";"Arthropoda";
"Tanaidacea indet.";"Bottom Fauna";"Arthropoda";
"TANAIDAE";"Bottom Fauna";"Arthropoda";
"Tanaissus lilljeborgi";"Bottom Fauna";"Arthropoda";
"Tanaopsis laticaudata";"Bottom Fauna";"Arthropoda";
"TANYPODINAE";"Bottom Fauna";"Arthropoda";
"Tanypodinae indet.";"Bottom Fauna";"Arthropoda";
"Tanypus kraatzi";"Bottom Fauna";"Arthropoda";
"Tanytarsini indet.";"Bottom Fauna";"Arthropoda";
"Tanytarsus sp.";"Bottom Fauna";"Arthropoda";
"Thia scutellata";"Bottom Fauna";"Arthropoda";
"TIPULIDAE";"Bottom Fauna";"Arthropoda";
"Tmetonyx cicada";"Bottom Fauna";"Arthropoda";
"Trachyleberididae indet.";"Bottom Fauna";"Arthropoda";
"Trichoptera indet.";"Bottom Fauna";"Arthropoda";
"TRYPHOSA";"Bottom Fauna";"Arthropoda";
"Tryphosites longipes";"Bottom Fauna";"Arthropoda";
"Typhlotanais aeqiremis";"Bottom Fauna";"Arthropoda";
"Unciola planipes";"Bottom Fauna";"Arthropoda";
"Upogebia deltaura";"Bottom Fauna";"Arthropoda";
"Upogebia sp.";"Bottom Fauna";"Arthropoda";
"Upogebia stellata";"Bottom Fauna";"Arthropoda";
"Urothoe brevicornis";"Bottom Fauna";"Arthropoda";
"Urothoe elegans";"Bottom Fauna";"Arthropoda";
"Urothoe grimaldi";"Bottom Fauna";"Arthropoda";
"Urothoe poseidonis";"Bottom Fauna";"Arthropoda";
"Urothoe sp.";"Bottom Fauna";"Arthropoda";
"Verruca stroemia";"Bottom Fauna";"Arthropoda";
"Westwoodilla acutifrons";"Bottom Fauna";"Arthropoda";
"Westwoodilla caecula";"Bottom Fauna";"Arthropoda";
"Alcyonidium hirsutum";"Bottom Fauna";"Bryozoa";
"Alcyonidium sp.";"Bottom Fauna";"Bryozoa";
"Anasca indet.";"Bottom Fauna";"Bryozoa";
"Bryozoa indet.";"Bottom Fauna";"Bryozoa";
"Cribrilina punctata";"Bottom Fauna";"Bryozoa";
"Crisia eburnea";"Bottom Fauna";"Bryozoa";
"Electra crustulenta";"Bottom Fauna";"Bryozoa";
"Electra pilosa";"Bottom Fauna";"Bryozoa";
"Electra sp.";"Bottom Fauna";"Bryozoa";
"Eucratea loricata";"Bottom Fauna";"Bryozoa";
"Flustra foliacea";"Bottom Fauna";"Bryozoa";
"Membraniporidae indet.";"Bottom Fauna";"Bryozoa";
"Porella concinna";"Bottom Fauna";"Bryozoa";
"SCRUPOCELLARIA";"Bottom Fauna";"Bryozoa";
"Securiflusta securifrons";"Bottom Fauna";"Bryozoa";
"Sagitta setosa";"Bottom Fauna";"Chaetognatha";
"Sagitta sp.";"Bottom Fauna";"Chaetognatha";
"Ascidia sp.";"Bottom Fauna";"Chordata";
"Ascidiacea indet.";"Bottom Fauna";"Chordata";
"Ascidiella aspersa";"Bottom Fauna";"Chordata";
"Ascidiella scabra";"Bottom Fauna";"Chordata";
"Botryllus schlosseri";"Bottom Fauna";"Chordata";
"Botryllus sp.";"Bottom Fauna";"Chordata";
"BRANCHIOSTOMA";"Bottom Fauna";"Chordata";
"Branchiostoma lanceolatum";"Bottom Fauna";"Chordata";
"Ciona intestinalis";"Bottom Fauna";"Chordata";
"Ciona sp.";"Bottom Fauna";"Chordata";
"Corella parallelogramma";"Bottom Fauna";"Chordata";
"Dendrodoa grossularia";"Bottom Fauna";"Chordata";
"Gasterosteus aculeatus";"Bottom Fauna";"Chordata";
"Gobiidae indet.";"Bottom Fauna";"Chordata";
"Hyperoplus lanceolatus";"Bottom Fauna";"Chordata";
"Limanda limanda";"Bottom Fauna";"Chordata";
"Molgula citrina";"Bottom Fauna";"Chordata";
"Molgula manhattensis";"Bottom Fauna";"Chordata";
"Molgula occulta";"Bottom Fauna";"Chordata";
"Molgula sp.";"Bottom Fauna";"Chordata";
"Molgulidae indet.";"Bottom Fauna";"Chordata";
"Pelonaia corrugata";"Bottom Fauna";"Chordata";
"Pholis gunellus";"Bottom Fauna";"Chordata";
"PISCES";"Bottom Fauna";"Chordata";
"Styela clava";"Bottom Fauna";"Chordata";
"Styela coriacea";"Bottom Fauna";"Chordata";
"Styela sp.";"Bottom Fauna";"Chordata";
"Tunicata indet.";"Bottom Fauna";"Chordata";
"ABIETINARIA";"Bottom Fauna";"Cnidaria";
"Abietinaria abietina";"Bottom Fauna";"Cnidaria";
"Abietinaria sp.";"Bottom Fauna";"Cnidaria";
"Acontiaria indet.";"Bottom Fauna";"Cnidaria";
"Actinaridae indet.";"Bottom Fauna";"Cnidaria";
"Actinia sp.";"Bottom Fauna";"Cnidaria";
"Actiniaria indet.";"Bottom Fauna";"Cnidaria";
"Actiniidae indet.";"Bottom Fauna";"Cnidaria";
"ALCYONIUM";"Bottom Fauna";"Cnidaria";
"Alcyonium digitatum";"Bottom Fauna";"Cnidaria";
"Anthozoa indet.";"Bottom Fauna";"Cnidaria";
"ANTHOZOA, Koraldyr";"Bottom Fauna";"Cnidaria";
"Athecata indet.";"Bottom Fauna";"Cnidaria";
"Athenaria indet.";"Bottom Fauna";"Cnidaria";
"Bougainvillia brittanica";"Bottom Fauna";"Cnidaria";
"CAMPANULARIIDAE";"Bottom Fauna";"Cnidaria";
"Campanulariidae indet.";"Bottom Fauna";"Cnidaria";
"Campanulina sp.";"Bottom Fauna";"Cnidaria";
"Cerianthidae indet.";"Bottom Fauna";"Cnidaria";
"Cerianthus lloydii";"Bottom Fauna";"Cnidaria";
"Cerianthus sp.";"Bottom Fauna";"Cnidaria";
"Clava multicornis";"Bottom Fauna";"Cnidaria";
"Clytia hemisphaerica";"Bottom Fauna";"Cnidaria";
"Corymorpha nutans";"Bottom Fauna";"Cnidaria";
"Corymorphidae indet.";"Bottom Fauna";"Cnidaria";
"CORYNIDAE";"Bottom Fauna";"Cnidaria";
"Corynidae indet.";"Bottom Fauna";"Cnidaria";
"Dynamena pumila";"Bottom Fauna";"Cnidaria";
"Ectopleura dumortieri";"Bottom Fauna";"Cnidaria";
"Edwardsia danica";"Bottom Fauna";"Cnidaria";
"Edwardsia longicornis";"Bottom Fauna";"Cnidaria";
"Edwardsia sp.";"Bottom Fauna";"Cnidaria";
"Edwardsia tuberculata";"Bottom Fauna";"Cnidaria";
"EDWARDSIIDAE";"Bottom Fauna";"Cnidaria";
"Edwardsiidae indet.";"Bottom Fauna";"Cnidaria";
"Eleutherocarpidae indet.";"Bottom Fauna";"Cnidaria";
"Eudendriidae indet.";"Bottom Fauna";"Cnidaria";
"Eudendrium sp.";"Bottom Fauna";"Cnidaria";
"Gonothyraea loveni";"Bottom Fauna";"Cnidaria";
"Halcampa chrysanthellum";"Bottom Fauna";"Cnidaria";
"Halcampa sp.";"Bottom Fauna";"Cnidaria";
"Hydra sp.";"Bottom Fauna";"Cnidaria";
"Hydractinia echinata";"Bottom Fauna";"Cnidaria";
"Hydractiniidae indet.";"Bottom Fauna";"Cnidaria";
"Hydrozoa indet.";"Bottom Fauna";"Cnidaria";
"HYDROZOA, athecata";"Bottom Fauna";"Cnidaria";
"Laomedea sp.";"Bottom Fauna";"Cnidaria";
"Leptolina indet.";"Bottom Fauna";"Cnidaria";
"Metridium senile";"Bottom Fauna";"Cnidaria";
"OBELIA";"Bottom Fauna";"Cnidaria";
"Obelia geniculata";"Bottom Fauna";"Cnidaria";
"Obelia sp";"Bottom Fauna";"Cnidaria";
"Opercularella lacerata";"Bottom Fauna";"Cnidaria";
"Pachycerianthus multiplicatus";"Bottom Fauna";"Cnidaria";
"Pennatula phosphorea";"Bottom Fauna";"Cnidaria";
"Pennatula sp.";"Bottom Fauna";"Cnidaria";
"Pennatulacea indet.";"Bottom Fauna";"Cnidaria";
"Plumulariidae indet.";"Bottom Fauna";"Cnidaria";
"Podocoryne carnea";"Bottom Fauna";"Cnidaria";
"SAGARTIA";"Bottom Fauna";"Cnidaria";
"Sagartiogeton laceratus";"Bottom Fauna";"Cnidaria";
"Sagartiogeton sp.";"Bottom Fauna";"Cnidaria";
"Scyphozoa indet.";"Bottom Fauna";"Cnidaria";
"Sertularia cupressina";"Bottom Fauna";"Cnidaria";
"SERTULARIIDAE";"Bottom Fauna";"Cnidaria";
"Sertulariidae indet.";"Bottom Fauna";"Cnidaria";
"Stomphia coccinea";"Bottom Fauna";"Cnidaria";
"Thecata indet.";"Bottom Fauna";"Cnidaria";
"Thenaria indet.";"Bottom Fauna";"Cnidaria";
"Thuiaria thuja";"Bottom Fauna";"Cnidaria";
"TUBULARIA";"Bottom Fauna";"Cnidaria";
"Tubulariidae indet.";"Bottom Fauna";"Cnidaria";
"Urticina felina";"Bottom Fauna";"Cnidaria";
"Urticina sp.";"Bottom Fauna";"Cnidaria";
"Virgularia mirabilis";"Bottom Fauna";"Cnidaria";
"Virgularia sp.";"Bottom Fauna";"Cnidaria";
"Acrocnida brachiata";"Bottom Fauna";"Echinodermata";
"Amphiura chiajei";"Bottom Fauna";"Echinodermata";
"Amphiura filiformis";"Bottom Fauna";"Echinodermata";
"Amphiura sp.";"Bottom Fauna";"Echinodermata";
"Apoda indet.";"Bottom Fauna";"Echinodermata";
"Asterias rubens";"Bottom Fauna";"Echinodermata";
"Asterias sp.";"Bottom Fauna";"Echinodermata";
"ASTERIIDAE";"Bottom Fauna";"Echinodermata";
"Asteroidea indet.";"Bottom Fauna";"Echinodermata";
"Astropecten irregularis";"Bottom Fauna";"Echinodermata";
"Brissopsis lyrifera";"Bottom Fauna";"Echinodermata";
"Cucumaria elongata";"Bottom Fauna";"Echinodermata";
"Cucumaria sp.";"Bottom Fauna";"Echinodermata";
"Echinocardium cordatum";"Bottom Fauna";"Echinodermata";
"Echinocardium sp.";"Bottom Fauna";"Echinodermata";
"Echinocucumis hispida";"Bottom Fauna";"Echinodermata";
"Echinocyamus pusillus";"Bottom Fauna";"Echinodermata";
"ECHINODERMATA II, Ophiuroidea Slangestje";"Bottom Fauna";"Echinodermata";
"Echinodermata indet.";"Bottom Fauna";"Echinodermata";
"Echinoidea indet.";"Bottom Fauna";"Echinodermata";
"Echinus esculentus";"Bottom Fauna";"Echinodermata";
"Echinus sp.";"Bottom Fauna";"Echinodermata";
"Hippasteria phrygiana";"Bottom Fauna";"Echinodermata";
"Holothuroidea indet.";"Bottom Fauna";"Echinodermata";
"Irregularia indet.";"Bottom Fauna";"Echinodermata";
"Lapidoplax buski";"Bottom Fauna";"Echinodermata";
"Leptosynapta inhaerens";"Bottom Fauna";"Echinodermata";
"Martasterias glacialis";"Bottom Fauna";"Echinodermata";
"Ophiocomina nigra";"Bottom Fauna";"Echinodermata";
"Ophiocten gracilis";"Bottom Fauna";"Echinodermata";
"OPHIOLEPIDAE";"Bottom Fauna";"Echinodermata";
"Ophiopholis aculeata";"Bottom Fauna";"Echinodermata";
"Ophiothrix fragilis";"Bottom Fauna";"Echinodermata";
"Ophiura affinis";"Bottom Fauna";"Echinodermata";
"Ophiura albida";"Bottom Fauna";"Echinodermata";
"Ophiura ophiura";"Bottom Fauna";"Echinodermata";
"Ophiura robusta";"Bottom Fauna";"Echinodermata";
"Ophiura sarsi";"Bottom Fauna";"Echinodermata";
"Ophiura sp.";"Bottom Fauna";"Echinodermata";
"Ophiura texturata";"Bottom Fauna";"Echinodermata";
"Ophiuroidea indet.";"Bottom Fauna";"Echinodermata";
"Phyllophorus communis";"Bottom Fauna";"Echinodermata";
"Phyllophorus pellucidus";"Bottom Fauna";"Echinodermata";
"Psammechinus miliaris";"Bottom Fauna";"Echinodermata";
"Psolus phantapus";"Bottom Fauna";"Echinodermata";
"Psolus sp.";"Bottom Fauna";"Echinodermata";
"Psolus squamatus";"Bottom Fauna";"Echinodermata";
"Psolus valvatus";"Bottom Fauna";"Echinodermata";
"Spatangidae indet.";"Bottom Fauna";"Echinodermata";
"Strongylocentrotus droebachiensis";"Bottom Fauna";"Echinodermata";
"Enteropneusta indet.";"Bottom Fauna";"Hemichordata";
"Harrimania kupfferi";"Bottom Fauna";"Hemichordata";
"Abra alba";"Bottom Fauna";"Mollusca";
"Abra nitida";"Bottom Fauna";"Mollusca";
"Abra prismatica";"Bottom Fauna";"Mollusca";
"Abra sp.";"Bottom Fauna";"Mollusca";
"Acanthocardia echinata";"Bottom Fauna";"Mollusca";
"Aclis minor";"Bottom Fauna";"Mollusca";
"Aclis walleri";"Bottom Fauna";"Mollusca";
"Acmaeidae indet.";"Bottom Fauna";"Mollusca";
"Acteon tornatilis";"Bottom Fauna";"Mollusca";
"Aeolidacea indet.";"Bottom Fauna";"Mollusca";
"Akera bullata";"Bottom Fauna";"Mollusca";
"Alderia modesta";"Bottom Fauna";"Mollusca";
"Alvania abyssicola";"Bottom Fauna";"Mollusca";
"Alvania punctura";"Bottom Fauna";"Mollusca";
"Alvania semistriata";"Bottom Fauna";"Mollusca";
"Alvania sp.";"Bottom Fauna";"Mollusca";
"Amauropsis islandicus";"Bottom Fauna";"Mollusca";
"Angulus sp.";"Bottom Fauna";"Mollusca";
"Angulus tenuis";"Bottom Fauna";"Mollusca";
"Anodonta cygnaea";"Bottom Fauna";"Mollusca";
"Anomiidae sp.";"Bottom Fauna";"Mollusca";
"Antalis entalis";"Bottom Fauna";"Mollusca";
"Aporrhais pespelecani";"Bottom Fauna";"Mollusca";
"Arctica islandica";"Bottom Fauna";"Mollusca";
"Astarte montagui";"Bottom Fauna";"Mollusca";
"Astarte sp.";"Bottom Fauna";"Mollusca";
"Astarte sulcata";"Bottom Fauna";"Mollusca";
"Barnea candida";"Bottom Fauna";"Mollusca";
"Barnea sp.";"Bottom Fauna";"Mollusca";
"Berthella plumula";"Bottom Fauna";"Mollusca";
"Bittium reticulatum";"Bottom Fauna";"Mollusca";
"Bivalvia indet.";"Bottom Fauna";"Mollusca";
"BIVALVIA, muslinger";"Bottom Fauna";"Mollusca";
"BOREOTROPHON";"Bottom Fauna";"Mollusca";
"Boreotrophon truncatus";"Bottom Fauna";"Mollusca";
"Brachystomia scalaris";"Bottom Fauna";"Mollusca";
"Brachystomia sp.";"Bottom Fauna";"Mollusca";
"Buccinidae indet.";"Bottom Fauna";"Mollusca";
"Buccinum undatum";"Bottom Fauna";"Mollusca";
"CARDIIDAE";"Bottom Fauna";"Mollusca";
"Cardiidae indet.";"Bottom Fauna";"Mollusca";
"CERASTODERMA";"Bottom Fauna";"Mollusca";
"Cerastoderma edule";"Bottom Fauna";"Mollusca";
"Cerastoderma glaucum";"Bottom Fauna";"Mollusca";
"Cerastoderma sp.";"Bottom Fauna";"Mollusca";
"Chaetoderma nitidulum";"Bottom Fauna";"Mollusca";
"Chamelea gallina";"Bottom Fauna";"Mollusca";
"Chamelea sp.";"Bottom Fauna";"Mollusca";
"Chlamys sp.";"Bottom Fauna";"Mollusca";
"Chrysallida sp.";"Bottom Fauna";"Mollusca";
"Clausinella fasciata";"Bottom Fauna";"Mollusca";
"Clelandella miliaris";"Bottom Fauna";"Mollusca";
"Cochlodesma praetenue";"Bottom Fauna";"Mollusca";
"Colpodaspis pusilla";"Bottom Fauna";"Mollusca";
"Colus sp.";"Bottom Fauna";"Mollusca";
"Corbula gibba";"Bottom Fauna";"Mollusca";
"Coryphella sp.";"Bottom Fauna";"Mollusca";
"Crenella decussata";"Bottom Fauna";"Mollusca";
"CREPIDULA";"Bottom Fauna";"Mollusca";
"Crepidula fornicata";"Bottom Fauna";"Mollusca";
"Curveulima devians";"Bottom Fauna";"Mollusca";
"CUSPIDARIA";"Bottom Fauna";"Mollusca";
"Cylichna cylindracea";"Bottom Fauna";"Mollusca";
"Cylichna sp.";"Bottom Fauna";"Mollusca";
"Diaphana minuta";"Bottom Fauna";"Mollusca";
"Diodora graeca";"Bottom Fauna";"Mollusca";
"Donax vittatus";"Bottom Fauna";"Mollusca";
"Dosinia exoleta";"Bottom Fauna";"Mollusca";
"Dosinia lupinus";"Bottom Fauna";"Mollusca";
"Elysia viridis";"Bottom Fauna";"Mollusca";
"Ensis americanus";"Bottom Fauna";"Mollusca";
"Ensis arcuatus";"Bottom Fauna";"Mollusca";
"Ensis ensis";"Bottom Fauna";"Mollusca";
"Ensis siliqua";"Bottom Fauna";"Mollusca";
"Ensis sp.";"Bottom Fauna";"Mollusca";
"Epitonium clathratulum";"Bottom Fauna";"Mollusca";
"Epitonium clathrus";"Bottom Fauna";"Mollusca";
"Epitonium trevelyanum";"Bottom Fauna";"Mollusca";
"Epitonium turtonis";"Bottom Fauna";"Mollusca";
"Eumetula arctica";"Bottom Fauna";"Mollusca";
"Euspira pallida";"Bottom Fauna";"Mollusca";
"Euspira pulchella";"Bottom Fauna";"Mollusca";
"Fabulina fabula";"Bottom Fauna";"Mollusca";
"Gari fervensis";"Bottom Fauna";"Mollusca";
"Gastropoda indet.";"Bottom Fauna";"Mollusca";
"GASTROPODA, PROSOBRANCHIA, NUDIBRANCHIA";"Bottom Fauna";"Mollusca";
"Gibbula cineraria";"Bottom Fauna";"Mollusca";
"Gibbula sp.";"Bottom Fauna";"Mollusca";
"Gibbula tumida";"Bottom Fauna";"Mollusca";
"Haminoea sp.";"Bottom Fauna";"Mollusca";
"Helcion pellucidum";"Bottom Fauna";"Mollusca";
"Heteranomia squamula";"Bottom Fauna";"Mollusca";
"Hiatella arctica";"Bottom Fauna";"Mollusca";
"Hiatella sp.";"Bottom Fauna";"Mollusca";
"Hinia incrassata";"Bottom Fauna";"Mollusca";
"Hinia pygmaea";"Bottom Fauna";"Mollusca";
"Hinia reticulata";"Bottom Fauna";"Mollusca";
"Hinia sp.";"Bottom Fauna";"Mollusca";
"Hyala vitrea";"Bottom Fauna";"Mollusca";
"HYDROBIA";"Bottom Fauna";"Mollusca";
"Hydrobia neglecta";"Bottom Fauna";"Mollusca";
"Hydrobia sp.";"Bottom Fauna";"Mollusca";
"Hydrobia ulvae";"Bottom Fauna";"Mollusca";
"Hydrobia ventrosa";"Bottom Fauna";"Mollusca";
"HYDROBIIDAE";"Bottom Fauna";"Mollusca";
"Hydrobiidae indet.";"Bottom Fauna";"Mollusca";
"Ischnochiton albus";"Bottom Fauna";"Mollusca";
"Ischnochiton sp.";"Bottom Fauna";"Mollusca";
"Jupiteria minuta";"Bottom Fauna";"Mollusca";
"Lacuna divaricata";"Bottom Fauna";"Mollusca";
"Lacuna pallidula";"Bottom Fauna";"Mollusca";
"Lacuna parva";"Bottom Fauna";"Mollusca";
"Lacuna sp.";"Bottom Fauna";"Mollusca";
"Lacuna vincta";"Bottom Fauna";"Mollusca";
"Laevicardium crassum";"Bottom Fauna";"Mollusca";
"Lepidochitona cinereus";"Bottom Fauna";"Mollusca";
"Lepidochitona sp.";"Bottom Fauna";"Mollusca";
"Leptochiton asellus";"Bottom Fauna";"Mollusca";
"Lepton squamosum";"Bottom Fauna";"Mollusca";
"Limapontia depressa";"Bottom Fauna";"Mollusca";
"Limapontia sp.";"Bottom Fauna";"Mollusca";
"Limaria loscombi";"Bottom Fauna";"Mollusca";
"Littorina littorea";"Bottom Fauna";"Mollusca";
"Littorina obtusata";"Bottom Fauna";"Mollusca";
"Littorina saxatilis";"Bottom Fauna";"Mollusca";
"Littorina sp.";"Bottom Fauna";"Mollusca";
"Lucinoma borealis";"Bottom Fauna";"Mollusca";
"Lutraria lutraria";"Bottom Fauna";"Mollusca";
"Lymnaea sp.";"Bottom Fauna";"Mollusca";
"Macoma balthica";"Bottom Fauna";"Mollusca";
"Macoma calcarea";"Bottom Fauna";"Mollusca";
"Macoma sp.";"Bottom Fauna";"Mollusca";
"Mactra stultorum";"Bottom Fauna";"Mollusca";
"Mactridae indet.";"Bottom Fauna";"Mollusca";
"Mangelia attenuata";"Bottom Fauna";"Mollusca";
"Mangelia brachystoma";"Bottom Fauna";"Mollusca";
"Mangelia nebula";"Bottom Fauna";"Mollusca";
"Mangelia sp.";"Bottom Fauna";"Mollusca";
"Margarites helicinus";"Bottom Fauna";"Mollusca";
"Marshallora adversa";"Bottom Fauna";"Mollusca";
"Megastomia conoidea";"Bottom Fauna";"Mollusca";
"Melanella alba";"Bottom Fauna";"Mollusca";
"Melanella lubrica";"Bottom Fauna";"Mollusca";
"Melanella sp.";"Bottom Fauna";"Mollusca";
"Modiolarca tumida";"Bottom Fauna";"Mollusca";
"Modiolus adriaticus";"Bottom Fauna";"Mollusca";
"Modiolus modiolus";"Bottom Fauna";"Mollusca";
"Modiolus sp.";"Bottom Fauna";"Mollusca";
"Moerella donacina";"Bottom Fauna";"Mollusca";
"Moerella pygmaea";"Bottom Fauna";"Mollusca";
"Montacuta sp.";"Bottom Fauna";"Mollusca";
"Montacuta substriata";"Bottom Fauna";"Mollusca";
"Musculus discors";"Bottom Fauna";"Mollusca";
"Musculus niger";"Bottom Fauna";"Mollusca";
"Musculus sp.";"Bottom Fauna";"Mollusca";
"Musculus subpictus";"Bottom Fauna";"Mollusca";
"Mya arenaria";"Bottom Fauna";"Mollusca";
"Mya sp.";"Bottom Fauna";"Mollusca";
"Mya truncata";"Bottom Fauna";"Mollusca";
"Mysella bidentata";"Bottom Fauna";"Mollusca";
"Mysella sp.";"Bottom Fauna";"Mollusca";
"Mysia undata";"Bottom Fauna";"Mollusca";
"MYTILIDAE";"Bottom Fauna";"Mollusca";
"Mytilidae indet.";"Bottom Fauna";"Mollusca";
"Mytilus edulis";"Bottom Fauna";"Mollusca";
"NATICIDAE";"Bottom Fauna";"Mollusca";
"Neptunea antiqua";"Bottom Fauna";"Mollusca";
"Nucella lapillus";"Bottom Fauna";"Mollusca";
"NUCULA";"Bottom Fauna";"Mollusca";
"Nucula hanleyi";"Bottom Fauna";"Mollusca";
"Nucula nitidosa";"Bottom Fauna";"Mollusca";
"Nucula nucleus";"Bottom Fauna";"Mollusca";
"Nucula sp.";"Bottom Fauna";"Mollusca";
"Nucula sulcata";"Bottom Fauna";"Mollusca";
"Nuculana minuta";"Bottom Fauna";"Mollusca";
"Nuculana pernula";"Bottom Fauna";"Mollusca";
"Nuculana sp.";"Bottom Fauna";"Mollusca";
"Nuculoma tenuis";"Bottom Fauna";"Mollusca";
"NUDIBRANCHIA";"Bottom Fauna";"Mollusca";
"Nudibranchia indet.";"Bottom Fauna";"Mollusca";
"Obtusella alderi";"Bottom Fauna";"Mollusca";
"Odostomia sp.";"Bottom Fauna";"Mollusca";
"Oenopota elegans";"Bottom Fauna";"Mollusca";
"Oenopota turricula";"Bottom Fauna";"Mollusca";
"Onchidorididae indet.";"Bottom Fauna";"Mollusca";
"Onchidoris muricata";"Bottom Fauna";"Mollusca";
"Onchidoris sp.";"Bottom Fauna";"Mollusca";
"ONDINA";"Bottom Fauna";"Mollusca";
"Ondina divisa";"Bottom Fauna";"Mollusca";
"Onoba aculeus";"Bottom Fauna";"Mollusca";
"Onoba semicostata";"Bottom Fauna";"Mollusca";
"Onoba sp.";"Bottom Fauna";"Mollusca";
"Ophisthobranchia indet.";"Bottom Fauna";"Mollusca";
"Ostrea edulis";"Bottom Fauna";"Mollusca";
"Palliolum striatum";"Bottom Fauna";"Mollusca";
"Parvicardium exiguum";"Bottom Fauna";"Mollusca";
"Parvicardium hauniense";"Bottom Fauna";"Mollusca";
"Parvicardium minimum";"Bottom Fauna";"Mollusca";
"Parvicardium ovale";"Bottom Fauna";"Mollusca";
"Parvicardium scabrum";"Bottom Fauna";"Mollusca";
"Parvicardium sp.";"Bottom Fauna";"Mollusca";
"Petricola pholadiformis";"Bottom Fauna";"Mollusca";
"Phaxas pellucidus";"Bottom Fauna";"Mollusca";
"Philine aperta";"Bottom Fauna";"Mollusca";
"Philine scabra";"Bottom Fauna";"Mollusca";
"Philine sp.";"Bottom Fauna";"Mollusca";
"Pisidium sp.";"Bottom Fauna";"Mollusca";
"Pododesmus patelliformis";"Bottom Fauna";"Mollusca";
"Polinices catena";"Bottom Fauna";"Mollusca";
"Polinices montagui";"Bottom Fauna";"Mollusca";
"Polinices pallidus";"Bottom Fauna";"Mollusca";
"Polinices polianus";"Bottom Fauna";"Mollusca";
"Polinices sp.";"Bottom Fauna";"Mollusca";
"Polycera quadrilineata";"Bottom Fauna";"Mollusca";
"Polygireulima polita";"Bottom Fauna";"Mollusca";
"Polyplacophora indet.";"Bottom Fauna";"Mollusca";
"Potamopyrgus antipodarum";"Bottom Fauna";"Mollusca";
"Prosobranchia indet.";"Bottom Fauna";"Mollusca";
"Pseudamussium septemradiatum";"Bottom Fauna";"Mollusca";
"Pusillina inconspicua";"Bottom Fauna";"Mollusca";
"Pusillina sarsi";"Bottom Fauna";"Mollusca";
"Pyramidellidae indet.";"Bottom Fauna";"Mollusca";
"Radix balthica";"Bottom Fauna";"Mollusca";
"Radix peregra";"Bottom Fauna";"Mollusca";
"Raphitoma linearis";"Bottom Fauna";"Mollusca";
